"lang"
{
	"Language"	"Russian"
"DOTA_Tooltip_modifier_pucci_passive_wave_immortality_Description"						"Бессмертен, окончание полностью восстановит здоровье и ману"

"DOTA_Tooltip_modifier_pucci_restart_world"												"Перезапуск вселенной"
"DOTA_Tooltip_modifier_pucci_restart_world_Description"									"Количество произнесенных слов, не забудьте использовать способность, чтоб повысить количество"

					
"DOTA_Tooltip_Ability_special_bonus_birzha_pucci_6"										"+{s:value} сек. макс. длительности Erase disc"
"DOTA_Tooltip_Ability_special_bonus_birzha_pucci_1"										"+{s:value} сек. длительности C moon"
"DOTA_Tooltip_Ability_special_bonus_birzha_pucci_3"										"-{s:value} сек. перезарядки Time Acceleration"
"DOTA_Tooltip_Ability_special_bonus_birzha_pucci_4"										"Time Acceleration уменьшает обзор врагов на {s:value}%"
"DOTA_Tooltip_Ability_special_bonus_birzha_pucci_2"										"Один на один с судьбой полное развеивание"
"DOTA_Tooltip_Ability_special_bonus_birzha_pucci_5"										"-{s:value} урона для заряда Один на один с судьбой"
"DOTA_Tooltip_Ability_special_bonus_birzha_pucci_7"										"C moon сквозь невосприимчивость к магии"
"DOTA_Tooltip_Ability_special_bonus_birzha_pucci_8"										"-{s:value} сек. перезарядки Один на один с судьбой"

//=================================================================================================================
// Doom | Slidan | Slidan
//=================================================================================================================

"npc_dota_hero_doom_bringer" 									"Slidan"

"DOTA_Tooltip_ability_Slidan_WorldEdit"							"WorldEditor"
"DOTA_Tooltip_ability_Slidan_WorldEdit_Description"				"Слидан устанавливает башню, которая помогает в сражении. Тип башни зависит от последней использованной способности"
"DOTA_Tooltip_ability_Slidan_WorldEdit_heal"					"%РЕГЕН. ОТ МАКС. ЗДОРОВЬЯ БАШНИ ЖИЗНИ:"
"DOTA_Tooltip_ability_Slidan_WorldEdit_damage"					"УРОН УЕБАНСКОЙ БАШНИ:"
"DOTA_Tooltip_ability_Slidan_WorldEdit_firedamage"				"УРОН БАШНИ ОГНЯ:"
"DOTA_Tooltip_ability_Slidan_WorldEdit_duration"				"ДЛИТЕЛЬНОСТЬ БАШНИ:"
"DOTA_Tooltip_ability_Slidan_WorldEdit_slow"				    "%ЗАМЕДЛЕНИЕ БАШНИ ОГНЯ:"

"DOTA_Tooltip_ability_Slidan_SuckDick"							"Соснуть член"
"DOTA_Tooltip_ability_Slidan_SuckDick_Description"				"Начинает высасывать жизненную энергию у выбранной цели. Наносит периодический урон и забирает ее ману"
"DOTA_Tooltip_ability_Slidan_SuckDick_damage"					"МАНЫ/УРОН В СЕКУНДУ:"
"DOTA_Tooltip_ability_Slidan_SuckDick_reduse_speed"				"%ЗАМЕДЛЕНИЕ СКОРОСТИ ПЕРЕДВИЖЕНИЯ:"

"DOTA_Tooltip_modifier_effect_tower2"							"Вы Горите"
"DOTA_Tooltip_modifier_effect_tower2_Description"				"Получает периодический урон. Скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"

"DOTA_Tooltip_modifier_slidan_suckdick_debuff"					"Соснуть член"
"DOTA_Tooltip_modifier_slidan_suckdick_debuff_Description"		"Получает урон и теряет ману. Скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"

"DOTA_Tooltip_ability_Slidan_NetherDroch"						"Адская дрочильня"
"DOTA_Tooltip_ability_Slidan_NetherDroch_Description"			"Слидан испытывает свою новую связку на врагах, после враги получают периодический урон и безмолвие"
"DOTA_Tooltip_ability_Slidan_NetherDroch_damage"				"УРОН:"
"DOTA_Tooltip_ability_Slidan_NetherDroch_duration"				"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_Slidan_NetherDroch_radius"				"РАДИУС:"

"DOTA_Tooltip_modifier_slidan_NetherDroch"						"Адская дрочильня"
"DOTA_Tooltip_modifier_slidan_NetherDroch_Description"			"Не может использовать способности"

"DOTA_Tooltip_ability_Slidan_ReallyClassic"						"Настоящий classic"
"DOTA_Tooltip_ability_Slidan_ReallyClassic_Description"			"ПРЕРЫВАЕМАЯ — сбрасывает перезарядку своих способностей и предметов"
"DOTA_Tooltip_ability_Slidan_ReallyClassic_channel"				"ДЛИТЕЛЬНОСТЬ ПРИМЕНЕНИЯ:"

"DOTA_Tooltip_ability_Slidan_SuckDick_shard_description"		"Проходит сквозь иммунитет к магии"
"DOTA_Tooltip_ability_Slidan_NetherDroch_scepter_description"	"Отключает регенерацию цели"

"DOTA_Tooltip_Ability_special_bonus_birzha_slidan_5" 			"+{s:value} урон башни огня"
"DOTA_Tooltip_Ability_special_bonus_birzha_slidan_1" 			"+{s:value} урон уебанской башни"
"DOTA_Tooltip_Ability_special_bonus_birzha_slidan_4"			"+{s:value} к урону от Адская Дрочильня"
"DOTA_Tooltip_Ability_special_bonus_birzha_slidan_2" 			"+{s:value} урона Соснуть член"
"DOTA_Tooltip_Ability_special_bonus_birzha_slidan_6" 			"Адская дрочильня дает {s:value}% промахов"
"DOTA_Tooltip_Ability_special_bonus_birzha_slidan_3"			"Урон от башен огня складывается"
"DOTA_Tooltip_Ability_special_bonus_birzha_slidan_7"			"Настоящий classic тратит в 2 раза меньше маны"
"DOTA_Tooltip_Ability_special_bonus_birzha_slidan_8"			"Адская дрочильня заглушает предметы"

//=================================================================================================================
// Morgenshtern
//=================================================================================================================

"npc_dota_hero_puck" 											"Morgenshtern"

"DOTA_Tooltip_Ability_morgenshtern_rift" 						"Я пыль"
"DOTA_Tooltip_Ability_morgenshtern_rift_Description" 			"Моргенштерн перемещается в указанную точку и распускает пыль, которая наносит урон и накладывает на противников безмолвие"
"DOTA_Tooltip_Ability_morgenshtern_rift_blink_range" 			"ДАЛЬНОСТЬ:"
"DOTA_Tooltip_Ability_morgenshtern_rift_radius" 				"РАДИУС:"
"DOTA_Tooltip_Ability_morgenshtern_rift_damage" 				"УРОН:"
"DOTA_Tooltip_Ability_morgenshtern_rift_silence_duration" 		"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_Ability_morgenshtern_rift_intellect_damage" 		"%ДОП. УРОН ОТ ИНТЕЛЛЕКТА:"
"DOTA_Tooltip_Ability_morgenshtern_rift_lore"					"Данный герой создан благодаря <font color='#fffc00'>HEX</font>"
"DOTA_Tooltip_ability_morgenshtern_rift_shard_description"		"Способность срабатывает в начальной точке"

"DOTA_Tooltip_Ability_morgenshtern_rich" 						"Делать деньги"
"DOTA_Tooltip_Ability_morgenshtern_rich_Description" 			"Ударяя врага Моргенштерн имеет шанс получить денег и замедлить цель, снизив ему броню"
"DOTA_Tooltip_Ability_morgenshtern_rich_chance" 				"%ШАНС:"
"DOTA_Tooltip_Ability_morgenshtern_rich_movespeed" 				"%СНИЖЕНИЕ СКОРОСТИ ПЕРЕДВИЖЕНИЯ:"
"DOTA_Tooltip_Ability_morgenshtern_rich_money" 					"ДОП. ДЕНЬГИ:"
"DOTA_Tooltip_Ability_morgenshtern_rich_armor" 					"СНИЖЕНИЕ БРОНИ:"
"DOTA_Tooltip_Ability_morgenshtern_rich_duration" 				"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_Ability_morgenshtern_rich_lore"					"Данный герой создан благодаря <font color='#fffc00'>HEX</font>"

"DOTA_Tooltip_modifier_morgenshtern_rich_slow" 					"Делать деньги"
"DOTA_Tooltip_modifier_morgenshtern_rich_slow_Description" 		"Броня уменьшена на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% и скорость атаки уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"

"DOTA_Tooltip_Ability_morgenshtern_ratata" 						"Рататата"
"DOTA_Tooltip_Ability_morgenshtern_ratata_Description" 			"Моргенштерн достает AK-47 и совершает несколько выстрелов-атак с фиксированным уроном. Во время действия дальность атаки увеличивается"
